Chronologic VCS simulator copyright 1991-2022
Contains Synopsys proprietary information.
Compiler version T-2022.06-SP2-5_Full64; Runtime version T-2022.06-SP2-5_Full64;  Feb 20 16:05 2025
Checkout succeeded: VCS-BASE-RUNTIME/8F2871AD7ADC4E3BB208
	License file: 27020@14.139.1.126
	License Server: 27020@14.139.1.126
[SCL] 02/20/2025 16:05:48 Checking status for feature VCS-BASE-RUNTIME
[SCL] 02/20/2025 16:05:48 PID:479133 Client:c2slab.cet.ac.in Server:27020@14.139.1.126 Checkout succeeded VCS-BASE-RUNTIME 2022.06 from VCS-3-Apex-Base-Runtime-Pkg
[           185451000] FIFO OUT : 97 TB RAM OUT = 97 ----Matched---
[           185465000] FIFO OUT : 97 TB RAM OUT = 97 ----Matched---
[           185479000] FIFO OUT : 41 TB RAM OUT = 41 ----Matched---
[           185493000] FIFO OUT : 76 TB RAM OUT = 76 ----Matched---
[           185535000] FIFO OUT : 90 TB RAM OUT = 90 ----Matched---
[           185549000] FIFO OUT : 90 TB RAM OUT = 90 ----Matched---
[           185563000] FIFO OUT : 68 TB RAM OUT = 68 ----Matched---
[           185605000] FIFO OUT : bb TB RAM OUT = bb ----Matched---
[           185619000] FIFO OUT : bb TB RAM OUT = bb ----Matched---
[           185633000] FIFO OUT : 53 TB RAM OUT = 53 ----Matched---
[           185647000] FIFO OUT : 3d TB RAM OUT = 3d ----Matched---
[           185689000] FIFO OUT : 6d TB RAM OUT = 6d ----Matched---
[           185703000] FIFO OUT : 6d TB RAM OUT = 6d ----Matched---
[           185717000] FIFO OUT : a9 TB RAM OUT = a9 ----Matched---
[           185759000] FIFO OUT : 08 TB RAM OUT = 08 ----Matched---
[           185773000] FIFO OUT : 08 TB RAM OUT = 08 ----Matched---
[           185787000] FIFO OUT : 00 TB RAM OUT = 00 ----Matched---
[           185801000] FIFO OUT : d9 TB RAM OUT = d9 ----Matched---
[           185843000] FIFO OUT : 5c TB RAM OUT = 5c ----Matched---
[           185857000] FIFO OUT : 5c TB RAM OUT = 5c ----Matched---
[           185871000] FIFO OUT : d5 TB RAM OUT = d5 ----Matched---
[           185913000] FIFO OUT : 81 TB RAM OUT = 81 ----Matched---
[           185927000] FIFO OUT : 81 TB RAM OUT = 81 ----Matched---
[           185941000] FIFO OUT : e9 TB RAM OUT = e9 ----Matched---
[           185955000] FIFO OUT : ca TB RAM OUT = ca ----Matched---
[           185997000] FIFO OUT : 12 TB RAM OUT = 12 ----Matched---
[           186011000] FIFO OUT : 12 TB RAM OUT = 12 ----Matched---
[           186025000] FIFO OUT : 61 TB RAM OUT = 61 ----Matched---
[           186067000] FIFO OUT : a7 TB RAM OUT = a7 ----Matched---
[           186081000] FIFO OUT : a7 TB RAM OUT = a7 ----Matched---
[           186095000] FIFO OUT : ed TB RAM OUT = ed ----Matched---
[           186109000] FIFO OUT : 7d TB RAM OUT = 7d ----Matched---
[           186151000] FIFO OUT : d9 TB RAM OUT = d9 ----Matched---
[           186165000] FIFO OUT : d9 TB RAM OUT = d9 ----Matched---
[           186179000] FIFO OUT : 16 TB RAM OUT = 16 ----Matched---
[           186221000] FIFO OUT : d1 TB RAM OUT = d1 ----Matched---
[           186235000] FIFO OUT : d1 TB RAM OUT = d1 ----Matched---
[           186249000] FIFO OUT : bf TB RAM OUT = bf ----Matched---
[           186263000] FIFO OUT : 67 TB RAM OUT = 67 ----Matched---
[           186305000] FIFO OUT : c9 TB RAM OUT = c9 ----Matched---
[           186319000] FIFO OUT : c9 TB RAM OUT = c9 ----Matched---
[           186333000] FIFO OUT : 0c TB RAM OUT = 0c ----Matched---
[           186375000] FIFO OUT : 1d TB RAM OUT = 1d ----Matched---
[           186389000] FIFO OUT : 1d TB RAM OUT = 1d ----Matched---
[           186403000] FIFO OUT : 85 TB RAM OUT = 85 ----Matched---
[           186417000] FIFO OUT : b6 TB RAM OUT = b6 ----Matched---
[           186459000] FIFO OUT : c9 TB RAM OUT = c9 ----Matched---
[           186473000] FIFO OUT : c9 TB RAM OUT = c9 ----Matched---
[           186487000] FIFO OUT : a1 TB RAM OUT = a1 ----Matched---
[           186529000] FIFO OUT : ff TB RAM OUT = ff ----Matched---
[           186543000] FIFO OUT : ff TB RAM OUT = ff ----Matched---
[           186557000] FIFO OUT : 3e TB RAM OUT = 3e ----Matched---
[           186571000] FIFO OUT : eb TB RAM OUT = eb ----Matched---
[           186613000] FIFO OUT : c8 TB RAM OUT = c8 ----Matched---
[           186627000] FIFO OUT : c8 TB RAM OUT = c8 ----Matched---
[           186641000] FIFO OUT : ca TB RAM OUT = ca ----Matched---
[           186683000] FIFO OUT : f7 TB RAM OUT = f7 ----Matched---
[           186697000] FIFO OUT : f7 TB RAM OUT = f7 ----Matched---
[           186711000] FIFO OUT : 46 TB RAM OUT = 46 ----Matched---
[           186725000] FIFO OUT : 91 TB RAM OUT = 91 ----Matched---
[           186767000] FIFO OUT : c9 TB RAM OUT = c9 ----Matched---
[           186781000] FIFO OUT : c9 TB RAM OUT = c9 ----Matched---
[           186795000] FIFO OUT : 59 TB RAM OUT = 59 ----Matched---
[           186837000] FIFO OUT : ad TB RAM OUT = ad ----Matched---
[           186851000] FIFO OUT : ad TB RAM OUT = ad ----Matched---
[           186865000] FIFO OUT : 90 TB RAM OUT = 90 ----Matched---
[           186879000] FIFO OUT : ce TB RAM OUT = ce ----Matched---
[           186921000] FIFO OUT : e0 TB RAM OUT = e0 ----Matched---
[           186935000] FIFO OUT : e0 TB RAM OUT = e0 ----Matched---
[           186949000] FIFO OUT : ae TB RAM OUT = ae ----Matched---
[           186991000] FIFO OUT : 90 TB RAM OUT = 90 ----Matched---
[           187005000] FIFO OUT : 90 TB RAM OUT = 90 ----Matched---
[           187019000] FIFO OUT : 0f TB RAM OUT = 0f ----Matched---
[           187033000] FIFO OUT : a3 TB RAM OUT = a3 ----Matched---
[           187075000] FIFO OUT : d4 TB RAM OUT = d4 ----Matched---
[           187089000] FIFO OUT : d4 TB RAM OUT = d4 ----Matched---
[           187103000] FIFO OUT : d3 TB RAM OUT = d3 ----Matched---
[           187145000] FIFO OUT : 98 TB RAM OUT = 98 ----Matched---
[           187159000] FIFO OUT : 98 TB RAM OUT = 98 ----Matched---
[           187173000] FIFO OUT : 61 TB RAM OUT = 61 ----Matched---
[           187187000] FIFO OUT : c0 TB RAM OUT = c0 ----Matched---
[           187229000] FIFO OUT : 1d TB RAM OUT = 1d ----Matched---
[           187243000] FIFO OUT : 1d TB RAM OUT = 1d ----Matched---
[           187257000] FIFO OUT : 3e TB RAM OUT = 3e ----Matched---
[           187299000] FIFO OUT : 17 TB RAM OUT = 17 ----Matched---
[           187313000] FIFO OUT : 17 TB RAM OUT = 17 ----Matched---
[           187327000] FIFO OUT : 37 TB RAM OUT = 37 ----Matched---
[           187341000] FIFO OUT : e1 TB RAM OUT = e1 ----Matched---
[           187383000] FIFO OUT : a9 TB RAM OUT = a9 ----Matched---
[           187397000] FIFO OUT : a9 TB RAM OUT = a9 ----Matched---
[           187411000] FIFO OUT : 2b TB RAM OUT = 2b ----Matched---
[           187453000] FIFO OUT : 3b TB RAM OUT = 3b ----Matched---
[           187467000] FIFO OUT : 3b TB RAM OUT = 3b ----Matched---
[           187481000] FIFO OUT : 36 TB RAM OUT = 36 ----Matched---
[           187495000] FIFO OUT : 5a TB RAM OUT = 5a ----Matched---
[           187537000] FIFO OUT : 5d TB RAM OUT = 5d ----Matched---
[           187551000] FIFO OUT : 5d TB RAM OUT = 5d ----Matched---
[           187565000] FIFO OUT : f7 TB RAM OUT = f7 ----Matched---
[           187607000] FIFO OUT : 61 TB RAM OUT = 61 ----Matched---
[           187621000] FIFO OUT : 61 TB RAM OUT = 61 ----Matched---
[           187635000] FIFO OUT : d6 TB RAM OUT = d6 ----Matched---
[           187649000] FIFO OUT : 78 TB RAM OUT = 78 ----Matched---
[           187691000] FIFO OUT : 0a TB RAM OUT = 0a ----Matched---
[           187705000] FIFO OUT : 0a TB RAM OUT = 0a ----Matched---
[           187719000] FIFO OUT : b1 TB RAM OUT = b1 ----Matched---
[           187761000] FIFO OUT : bf TB RAM OUT = bf ----Matched---
[           187775000] FIFO OUT : bf TB RAM OUT = bf ----Matched---
[           187789000] FIFO OUT : cb TB RAM OUT = cb ----Matched---
[           187803000] FIFO OUT : 37 TB RAM OUT = 37 ----Matched---
[           187845000] FIFO OUT : ba TB RAM OUT = ba ----Matched---
[           187859000] FIFO OUT : ba TB RAM OUT = ba ----Matched---
[           187873000] FIFO OUT : 14 TB RAM OUT = 14 ----Matched---
[           187915000] FIFO OUT : 45 TB RAM OUT = 45 ----Matched---
[           187929000] FIFO OUT : 45 TB RAM OUT = 45 ----Matched---
[           187943000] FIFO OUT : f0 TB RAM OUT = f0 ----Matched---
[           187957000] FIFO OUT : 27 TB RAM OUT = 27 ----Matched---
[           187999000] FIFO OUT : ba TB RAM OUT = ba ----Matched---
[           188013000] FIFO OUT : ba TB RAM OUT = ba ----Matched---
[           188027000] FIFO OUT : a2 TB RAM OUT = a2 ----Matched---
[           188069000] FIFO OUT : ac TB RAM OUT = ac ----Matched---
[           188083000] FIFO OUT : ac TB RAM OUT = ac ----Matched---
[           188097000] FIFO OUT : 6f TB RAM OUT = 6f ----Matched---
[           188111000] FIFO OUT : 98 TB RAM OUT = 98 ----Matched---
[           188153000] FIFO OUT : 34 TB RAM OUT = 34 ----Matched---
[           188167000] FIFO OUT : 34 TB RAM OUT = 34 ----Matched---
[           188181000] FIFO OUT : 73 TB RAM OUT = 73 ----Matched---
[           188223000] FIFO OUT : 56 TB RAM OUT = 56 ----Matched---
[           188237000] FIFO OUT : 56 TB RAM OUT = 56 ----Matched---
[           188251000] FIFO OUT : 45 TB RAM OUT = 45 ----Matched---
[           188265000] FIFO OUT : 83 TB RAM OUT = 83 ----Matched---
[           188307000] FIFO OUT : 90 TB RAM OUT = 90 ----Matched---
[           188321000] FIFO OUT : 90 TB RAM OUT = 90 ----Matched---
[           188335000] FIFO OUT : e3 TB RAM OUT = e3 ----Matched---
[           188377000] FIFO OUT : d6 TB RAM OUT = d6 ----Matched---
[           188391000] FIFO OUT : d6 TB RAM OUT = d6 ----Matched---
[           188405000] FIFO OUT : 68 TB RAM OUT = 68 ----Matched---
[           188419000] FIFO OUT : eb TB RAM OUT = eb ----Matched---
[           188461000] FIFO OUT : 8b TB RAM OUT = 8b ----Matched---
[           188475000] FIFO OUT : 8b TB RAM OUT = 8b ----Matched---
[           188489000] FIFO OUT : a4 TB RAM OUT = a4 ----Matched---
[           188531000] FIFO OUT : 4a TB RAM OUT = 4a ----Matched---
[           188545000] FIFO OUT : 4a TB RAM OUT = 4a ----Matched---
[           188559000] FIFO OUT : 61 TB RAM OUT = 61 ----Matched---
[           188573000] FIFO OUT : 9d TB RAM OUT = 9d ----Matched---
[           188615000] FIFO OUT : b9 TB RAM OUT = b9 ----Matched---
[           188629000] FIFO OUT : b9 TB RAM OUT = b9 ----Matched---
[           188643000] FIFO OUT : d2 TB RAM OUT = d2 ----Matched---
[           188685000] FIFO OUT : 47 TB RAM OUT = 47 ----Matched---
[           188699000] FIFO OUT : 47 TB RAM OUT = 47 ----Matched---
[           188713000] FIFO OUT : 3a TB RAM OUT = 3a ----Matched---
[           188727000] FIFO OUT : 35 TB RAM OUT = 35 ----Matched---
[           188769000] FIFO OUT : 89 TB RAM OUT = 89 ----Matched---
[           188783000] FIFO OUT : 89 TB RAM OUT = 89 ----Matched---
[           188797000] FIFO OUT : 85 TB RAM OUT = 85 ----Matched---
[           188839000] FIFO OUT : 75 TB RAM OUT = 75 ----Matched---
[           188853000] FIFO OUT : 75 TB RAM OUT = 75 ----Matched---
[           188867000] FIFO OUT : ef TB RAM OUT = ef ----Matched---
[           188881000] FIFO OUT : be TB RAM OUT = be ----Matched---
[           188923000] FIFO OUT : 3d TB RAM OUT = 3d ----Matched---
[           188937000] FIFO OUT : 3d TB RAM OUT = 3d ----Matched---
[           188951000] FIFO OUT : d2 TB RAM OUT = d2 ----Matched---
[           188993000] FIFO OUT : 62 TB RAM OUT = 62 ----Matched---
[           189007000] FIFO OUT : 62 TB RAM OUT = 62 ----Matched---
[           189021000] FIFO OUT : c6 TB RAM OUT = c6 ----Matched---
[           189035000] FIFO OUT : d3 TB RAM OUT = d3 ----Matched---
[           189077000] FIFO OUT : 22 TB RAM OUT = 22 ----Matched---
[           189091000] FIFO OUT : 22 TB RAM OUT = 22 ----Matched---
[           189105000] FIFO OUT : 9e TB RAM OUT = 9e ----Matched---
[           189147000] FIFO OUT : dd TB RAM OUT = dd ----Matched---
[           189161000] FIFO OUT : dd TB RAM OUT = dd ----Matched---
[           189175000] FIFO OUT : 79 TB RAM OUT = 79 ----Matched---
[           189189000] FIFO OUT : fc TB RAM OUT = fc ----Matched---
[           189231000] FIFO OUT : e5 TB RAM OUT = e5 ----Matched---
[           189245000] FIFO OUT : e5 TB RAM OUT = e5 ----Matched---
[           189259000] FIFO OUT : 1b TB RAM OUT = 1b ----Matched---
[           189301000] FIFO OUT : 74 TB RAM OUT = 74 ----Matched---
[           189315000] FIFO OUT : 74 TB RAM OUT = 74 ----Matched---
[           189329000] FIFO OUT : c9 TB RAM OUT = c9 ----Matched---
[           189343000] FIFO OUT : f6 TB RAM OUT = f6 ----Matched---
[           189385000] FIFO OUT : ba TB RAM OUT = ba ----Matched---
[           189399000] FIFO OUT : ba TB RAM OUT = ba ----Matched---
[           189413000] FIFO OUT : ff TB RAM OUT = ff ----Matched---
[           189455000] FIFO OUT : 46 TB RAM OUT = 46 ----Matched---
[           189469000] FIFO OUT : 46 TB RAM OUT = 46 ----Matched---
[           189483000] FIFO OUT : e5 TB RAM OUT = e5 ----Matched---
[           189497000] FIFO OUT : 63 TB RAM OUT = 63 ----Matched---
[           189539000] FIFO OUT : 9c TB RAM OUT = 9c ----Matched---
[           189553000] FIFO OUT : 9c TB RAM OUT = 9c ----Matched---
[           189567000] FIFO OUT : 45 TB RAM OUT = 45 ----Matched---
[           189609000] FIFO OUT : f9 TB RAM OUT = f9 ----Matched---
[           189623000] FIFO OUT : f9 TB RAM OUT = f9 ----Matched---
[           189637000] FIFO OUT : f3 TB RAM OUT = f3 ----Matched---
[           189651000] FIFO OUT : 8a TB RAM OUT = 8a ----Matched---
[           189693000] FIFO OUT : f4 TB RAM OUT = f4 ----Matched---
[           189707000] FIFO OUT : f4 TB RAM OUT = f4 ----Matched---
[           189721000] FIFO OUT : 3b TB RAM OUT = 3b ----Matched---
[           189763000] FIFO OUT : d2 TB RAM OUT = d2 ----Matched---
[           189777000] FIFO OUT : d2 TB RAM OUT = d2 ----Matched---
[           189791000] FIFO OUT : df TB RAM OUT = df ----Matched---
[           189805000] FIFO OUT : 1a TB RAM OUT = 1a ----Matched---
[           189847000] FIFO OUT : 45 TB RAM OUT = 45 ----Matched---
[           189861000] FIFO OUT : 45 TB RAM OUT = 45 ----Matched---
[           189875000] FIFO OUT : fa TB RAM OUT = fa ----Matched---
[           189917000] FIFO OUT : 81 TB RAM OUT = 81 ----Matched---
[           189931000] FIFO OUT : 81 TB RAM OUT = 81 ----Matched---
[           189945000] FIFO OUT : a2 TB RAM OUT = a2 ----Matched---
[           189959000] FIFO OUT : d1 TB RAM OUT = d1 ----Matched---
[           190001000] FIFO OUT : 63 TB RAM OUT = 63 ----Matched---
[           190015000] FIFO OUT : 63 TB RAM OUT = 63 ----Matched---
[           190029000] FIFO OUT : 76 TB RAM OUT = 76 ----Matched---
[           190071000] FIFO OUT : c0 TB RAM OUT = c0 ----Matched---
[           190085000] FIFO OUT : c0 TB RAM OUT = c0 ----Matched---
[           190099000] FIFO OUT : f9 TB RAM OUT = f9 ----Matched---
[           190113000] FIFO OUT : 28 TB RAM OUT = 28 ----Matched---
[           190155000] FIFO OUT : 6b TB RAM OUT = 6b ----Matched---
[           190169000] FIFO OUT : 6b TB RAM OUT = 6b ----Matched---
[           190183000] FIFO OUT : 39 TB RAM OUT = 39 ----Matched---
[           190225000] FIFO OUT : 21 TB RAM OUT = 21 ----Matched---
[           190239000] FIFO OUT : 21 TB RAM OUT = 21 ----Matched---
[           190253000] FIFO OUT : fd TB RAM OUT = fd ----Matched---
[           190267000] FIFO OUT : ab TB RAM OUT = ab ----Matched---
[           190309000] FIFO OUT : 26 TB RAM OUT = 26 ----Matched---
[           190323000] FIFO OUT : 26 TB RAM OUT = 26 ----Matched---
[           190337000] FIFO OUT : df TB RAM OUT = df ----Matched---
[           190379000] FIFO OUT : d9 TB RAM OUT = d9 ----Matched---
[           190393000] FIFO OUT : d9 TB RAM OUT = d9 ----Matched---
[           190407000] FIFO OUT : 47 TB RAM OUT = 47 ----Matched---
[           190421000] FIFO OUT : 1d TB RAM OUT = 1d ----Matched---
[           190463000] FIFO OUT : 7a TB RAM OUT = 7a ----Matched---
[           190477000] FIFO OUT : 7a TB RAM OUT = 7a ----Matched---
[           190491000] FIFO OUT : 15 TB RAM OUT = 15 ----Matched---
[           190533000] FIFO OUT : ed TB RAM OUT = ed ----Matched---
[           190547000] FIFO OUT : ed TB RAM OUT = ed ----Matched---
[           190561000] FIFO OUT : ce TB RAM OUT = ce ----Matched---
[           190575000] FIFO OUT : 5b TB RAM OUT = 5b ----Matched---
[           190617000] FIFO OUT : d2 TB RAM OUT = d2 ----Matched---
[           190631000] FIFO OUT : d2 TB RAM OUT = d2 ----Matched---
[           190645000] FIFO OUT : 8c TB RAM OUT = 8c ----Matched---
[           190687000] FIFO OUT : 8e TB RAM OUT = 8e ----Matched---
[           190701000] FIFO OUT : 8e TB RAM OUT = 8e ----Matched---
[           190715000] FIFO OUT : b4 TB RAM OUT = b4 ----Matched---
[           190729000] FIFO OUT : f9 TB RAM OUT = f9 ----Matched---
[           190771000] FIFO OUT : 8e TB RAM OUT = 8e ----Matched---
[           190785000] FIFO OUT : 8e TB RAM OUT = 8e ----Matched---
[           190799000] FIFO OUT : 4a TB RAM OUT = 4a ----Matched---
[           190841000] FIFO OUT : ca TB RAM OUT = ca ----Matched---
[           190855000] FIFO OUT : ca TB RAM OUT = ca ----Matched---
[           190869000] FIFO OUT : ba TB RAM OUT = ba ----Matched---
[           190883000] FIFO OUT : 14 TB RAM OUT = 14 ----Matched---
[           190925000] FIFO OUT : fa TB RAM OUT = fa ----Matched---
[           190939000] FIFO OUT : fa TB RAM OUT = fa ----Matched---
[           190953000] FIFO OUT : 20 TB RAM OUT = 20 ----Matched---
[           190995000] FIFO OUT : 21 TB RAM OUT = 21 ----Matched---
[           191009000] FIFO OUT : 21 TB RAM OUT = 21 ----Matched---
[           191023000] FIFO OUT : 0c TB RAM OUT = 0c ----Matched---
[           191037000] FIFO OUT : e0 TB RAM OUT = e0 ----Matched---
[           191079000] FIFO OUT : e5 TB RAM OUT = e5 ----Matched---
[           191093000] FIFO OUT : e5 TB RAM OUT = e5 ----Matched---
[           191107000] FIFO OUT : a8 TB RAM OUT = a8 ----Matched---
[           191149000] FIFO OUT : af TB RAM OUT = af ----Matched---
[           191163000] FIFO OUT : af TB RAM OUT = af ----Matched---
[           191177000] FIFO OUT : 4f TB RAM OUT = 4f ----Matched---
[           191191000] FIFO OUT : 25 TB RAM OUT = 25 ----Matched---
[           191233000] FIFO OUT : c2 TB RAM OUT = c2 ----Matched---
[           191247000] FIFO OUT : c2 TB RAM OUT = c2 ----Matched---
[           191261000] FIFO OUT : fd TB RAM OUT = fd ----Matched---
[           191303000] FIFO OUT : 9c TB RAM OUT = 9c ----Matched---
[           191317000] FIFO OUT : 9c TB RAM OUT = 9c ----Matched---
[           191331000] FIFO OUT : 7b TB RAM OUT = 7b ----Matched---
[           191345000] FIFO OUT : 63 TB RAM OUT = 63 ----Matched---
[           191387000] FIFO OUT : 1b TB RAM OUT = 1b ----Matched---
[           191401000] FIFO OUT : 1b TB RAM OUT = 1b ----Matched---
[           191415000] FIFO OUT : a9 TB RAM OUT = a9 ----Matched---
[           191457000] FIFO OUT : 7f TB RAM OUT = 7f ----Matched---
[           191471000] FIFO OUT : 7f TB RAM OUT = 7f ----Matched---
[           191485000] FIFO OUT : be TB RAM OUT = be ----Matched---
[           191499000] FIFO OUT : 8a TB RAM OUT = 8a ----Matched---
[           191541000] FIFO OUT : a0 TB RAM OUT = a0 ----Matched---
[           191555000] FIFO OUT : a0 TB RAM OUT = a0 ----Matched---
